Fecha;Comuna;Validaciones;Buses_operativos;Dia
06-12-2025;Santiago;21946;464;sabado
06-12-2025;La Florida;22686;663;sabado
07-12-2025;Puente Alto;56010;253;domingo
07-12-2025;Independencia;42615;254;domingo
07-12-2025;El bosque;52294;412;domingo
07-12-2025;Cerronavia;22628;531;domingo
07-12-2025;Espejo;42774;710;domingo
08-12-2025;Maipu;17285;693;laboral
08-12-2025;Vitacura;14570;513;laboral
08-12-2025;San Ram—n;17821;258;laboral
08-12-2025;Santiago;20988;554;laboral
08-12-2025;Maipœ;26611;205;laboral
09-12-2025;Puente Alto;30815;608;laboral
09-12-2025;La Florida;50378;314;laboral
09-12-2025;„u–oa;57751;503;laboral
09-12-2025;Las Condes;12300;746;laboral
09-12-2025;Santiago;50093;421;laboral
10-12-2025;Maipœ;5490;573;laboral
10-12-2025;Puente Alto;24498;299;laboral
10-12-2025;La Florida;6875;748;laboral
10-12-2025;„u–oa;48607;464;laboral
10-12-2025;Las Condes;53605;556;laboral
11-12-2025;Santiago;30176;253;laboral
11-12-2025;Maipœ;10096;628;laboral
11-12-2025;Puente Alto;11435;252;laboral
11-12-2025;San Bernardo;22474;609;laboral
11-12-2025;Estaci—n Central;30902;634;laboral
12-12-2025;Santiago;27030;232;laboral
12-12-2025;La Florida;16048;570;laboral
12-12-2025;Puente Alto;31194;437;laboral
12-12-2025;Independencia;22619;203;laboral
12-12-2025;El bosque;23185;604;laboral
13-12-2025;Cerronavia;10057;234;sabado
13-12-2025;Espejo;26423;365;sabado
13-12-2025;Maipu;27505;494;sabado
13-12-2025;Vitacura;42506;794;sabado
13-12-2025;San Ram—n;10778;670;sabado
14-12-2025;Santiago;20025;572;domingo
14-12-2025;Maipœ;7431;406;domingo
14-12-2025;Puente Alto;23041;340;domingo
14-12-2025;La Florida;59194;289;domingo
14-12-2025;„u–oa;32746;589;domingo
15-12-2025;Las Condes;40261;497;laboral
15-12-2025;Santiago;28074;767;laboral
15-12-2025;Maipœ;51861;425;laboral
15-12-2025;Puente Alto;55495;752;laboral
15-12-2025;La Florida;46975;569;laboral
16-12-2025;„u–oa;32086;480;laboral
16-12-2025;Las Condes;10317;410;laboral
16-12-2025;Santiago;58333;731;laboral
16-12-2025;Maipœ;31370;387;laboral
16-12-2025;Puente Alto;40893;246;laboral
17-12-2025;San Bernardo;19506;643;laboral
17-12-2025;Estaci—n Central;46510;718;laboral
17-12-2025;Santiago;31198;786;laboral
17-12-2025;La Florida;59689;588;laboral
17-12-2025;Puente Alto;58683;484;laboral
18-12-2025;Independencia;13060;762;laboral
18-12-2025;El bosque;28987;309;laboral
18-12-2025;Cerronavia;59092;531;laboral
18-12-2025;Espejo;37765;433;laboral
18-12-2025;Maipu;25353;206;laboral
19-12-2025;Vitacura;13768;596;laboral
19-12-2025;San Ram—n;48005;380;laboral
19-12-2025;Santiago;37614;282;laboral
19-12-2025;Maipœ;14086;201;laboral
19-12-2025;Puente Alto;54575;307;laboral
20-12-2025;La Florida;24810;408;sabado
20-12-2025;„u–oa;14415;303;sabado
20-12-2025;Las Condes;34324;523;sabado
20-12-2025;Santiago;50271;549;sabado
20-12-2025;Maipœ;41361;478;sabado
21-12-2025;Puente Alto;20657;319;domingo
21-12-2025;La Florida;46696;512;domingo
21-12-2025;„u–oa;13807;664;domingo
21-12-2025;Las Condes;12337;266;domingo
21-12-2025;Santiago;51956;477;domingo
22-12-2025;Maipœ;19384;382;laboral
22-12-2025;Puente Alto;13335;165;laboral
22-12-2025;San Bernardo;19400;402;laboral
22-12-2025;Estaci—n Central;22668;429;laboral
22-12-2025;Santiago;28830;188;laboral
23-12-2025;La Florida;27389;444;laboral
23-12-2025;Puente Alto;48031;672;laboral
23-12-2025;Independencia;24628;457;laboral
23-12-2025;El bosque;29339;674;laboral
23-12-2025;Cerronavia;27786;267;laboral
24-12-2025;Espejo;49494;790;laboral
24-12-2025;Maipu;55638;285;laboral
24-12-2025;Vitacura;18648;740;laboral
24-12-2025;San Ram—n;43239;648;laboral
24-12-2025;Santiago;5125;417;laboral
25-12-2025;Maipœ;22528;321;laboral
25-12-2025;Puente Alto;38962;557;laboral
25-12-2025;La Florida;37619;366;laboral
25-12-2025;„u–oa;21396;757;laboral
25-12-2025;Las Condes;17228;582;laboral
26-12-2025;Santiago;27186;615;laboral
26-12-2025;Maipœ;40776;348;laboral
26-12-2025;Puente Alto;11175;337;laboral
26-12-2025;La Florida;36323;424;laboral
26-12-2025;„u–oa;42475;379;laboral
27-12-2025;Las Condes;53292;449;sabado
27-12-2025;Santiago;17940;258;sabado
27-12-2025;Maipœ;58132;184;sabado
27-12-2025;Puente Alto;26876;616;sabado
27-12-2025;San Bernardo;12343;581;sabado
28-12-2025;Estaci—n Central;50841;603;domingo
28-12-2025;Santiago;7671;233;domingo
28-12-2025;La Florida;32821;310;domingo
28-12-2025;Puente Alto;57466;206;domingo
28-12-2025;Independencia;55890;785;domingo
29-12-2025;El bosque;37081;738;laboral
29-12-2025;Cerronavia;28789;565;laboral
29-12-2025;Espejo;44500;487;laboral
29-12-2025;Maipu;37120;517;laboral
29-12-2025;Vitacura;52069;207;laboral
30-12-2025;San Ram—n;58864;397;laboral
30-12-2025;Santiago;33782;456;laboral
30-12-2025;Maipœ;12582;630;laboral
30-12-2025;Puente Alto;50200;292;laboral
30-12-2025;La Florida;35076;206;laboral
31-12-2025;„u–oa;42177;359;laboral
31-12-2025;Las Condes;16604;605;laboral
31-12-2025;Santiago;47472;182;laboral
31-12-2025;Maipœ;10276;183;laboral
31-12-2025;Puente Alto;15524;746;laboral
01-01-2026;La Florida;30781;584;laboral
01-01-2026;„u–oa;50319;332;laboral
01-01-2026;Las Condes;18858;683;laboral
01-01-2026;Santiago;38414;706;laboral
01-01-2026;Maipœ;22314;504;laboral
02-01-2026;Puente Alto;49584;577;laboral
02-01-2026;San Bernardo;24131;494;laboral
02-01-2026;Estaci—n Central;24615;736;laboral
02-01-2026;Santiago;10056;234;laboral
02-01-2026;La Florida;38457;532;laboral
03-01-2026;Puente Alto;20513;700;sabado
03-01-2026;Independencia;13084;759;sabado
03-01-2026;El bosque;44446;514;sabado
03-01-2026;Cerronavia;11484;261;sabado
03-01-2026;Espejo;15173;708;sabado
04-01-2026;Maipu;18966;497;domingo
04-01-2026;Vitacura;22486;208;domingo
04-01-2026;San Ram—n;29432;730;domingo
04-01-2026;Santiago;46817;618;domingo
04-01-2026;Maipœ;36859;473;domingo
05-01-2026;Puente Alto;48798;487;laboral
05-01-2026;La Florida;28180;357;laboral
05-01-2026;„u–oa;27094;321;laboral
05-01-2026;Las Condes;7052;414;laboral
05-01-2026;Santiago;42244;417;laboral
06-01-2026;Maipœ;40718;610;laboral
06-01-2026;Puente Alto;50520;788;laboral
06-01-2026;La Florida;47309;508;laboral
06-01-2026;„u–oa;27627;676;laboral
06-01-2026;Las Condes;8533;568;laboral
07-01-2026;Santiago;22866;728;laboral
07-01-2026;Maipœ;9212;523;laboral
07-01-2026;Puente Alto;28529;212;laboral
07-01-2026;San Bernardo;11908;494;laboral
07-01-2026;Estaci—n Central;50365;559;laboral
08-01-2026;Santiago;49902;279;laboral
08-01-2026;La Florida;5897;725;laboral
08-01-2026;Puente Alto;32165;316;laboral
08-01-2026;Independencia;17353;721;laboral
08-01-2026;El bosque;16980;565;laboral
09-01-2026;Cerronavia;28798;664;laboral
09-01-2026;Espejo;54733;380;laboral
09-01-2026;Maipu;54092;629;laboral
09-01-2026;Vitacura;58360;473;laboral
09-01-2026;San Ram—n;20176;194;laboral
10-01-2026;Santiago;23719;178;sabado
10-01-2026;Maipœ;44694;632;sabado
10-01-2026;Puente Alto;48088;281;sabado
10-01-2026;La Florida;51748;358;sabado
10-01-2026;„u–oa;32764;651;sabado
11-01-2026;Las Condes;24574;210;domingo
11-01-2026;Santiago;10198;518;domingo
11-01-2026;Maipœ;43061;772;domingo
11-01-2026;Puente Alto;18500;584;domingo
11-01-2026;La Florida;36954;572;domingo
12-01-2026;„u–oa;13456;762;laboral
12-01-2026;Las Condes;41404;610;laboral
12-01-2026;Santiago;31407;764;laboral
12-01-2026;Maipœ;20381;258;laboral
12-01-2026;Puente Alto;36318;523;laboral
13-01-2026;San Bernardo;18879;331;laboral
13-01-2026;Estaci—n Central;39607;567;laboral
13-01-2026;Santiago;7474;715;laboral
13-01-2026;La Florida;16214;229;laboral
13-01-2026;Puente Alto;50687;777;laboral
14-01-2026;Independencia;19657;592;laboral
14-01-2026;El bosque;16257;232;laboral
14-01-2026;Cerronavia;17121;631;laboral
14-01-2026;Espejo;52427;445;laboral
14-01-2026;Maipu;39396;458;laboral
15-01-2026;Vitacura;54003;527;laboral
15-01-2026;San Ram—n;27896;447;laboral
15-01-2026;Santiago;14750;464;laboral
15-01-2026;Maipœ;9072;586;laboral
15-01-2026;Puente Alto;30768;673;laboral
16-01-2026;La Florida;29402;523;laboral
16-01-2026;„u–oa;43813;356;laboral
16-01-2026;Las Condes;18438;638;laboral
16-01-2026;Santiago;14875;628;laboral
16-01-2026;Maipœ;9564;321;laboral
17-01-2026;Puente Alto;12642;333;sabado
17-01-2026;La Florida;17820;310;sabado
17-01-2026;„u–oa;8891;376;sabado
17-01-2026;Las Condes;17864;664;sabado
17-01-2026;Santiago;59563;279;sabado
18-01-2026;Maipœ;46753;428;domingo
18-01-2026;Puente Alto;34307;378;domingo
18-01-2026;San Bernardo;58547;608;domingo
18-01-2026;Estaci—n Central;46902;792;domingo
18-01-2026;Santiago;7329;639;domingo
19-01-2026;La Florida;55810;600;laboral
19-01-2026;Puente Alto;8428;702;laboral
19-01-2026;Independencia;16723;343;laboral
19-01-2026;El bosque;33182;756;laboral
19-01-2026;Cerronavia;6446;699;laboral
20-01-2026;Espejo;41468;277;laboral
20-01-2026;Maipu;39027;543;laboral
20-01-2026;Vitacura;51797;785;laboral
20-01-2026;San Ram—n;57176;321;laboral
20-01-2026;Santiago;35724;620;laboral
21-01-2026;Maipœ;15882;241;laboral
21-01-2026;Puente Alto;49856;718;laboral
21-01-2026;La Florida;23245;757;laboral
21-01-2026;„u–oa;42336;437;laboral
21-01-2026;Las Condes;25333;579;laboral
22-01-2026;Santiago;40562;229;laboral
22-01-2026;Maipœ;54282;785;laboral
22-01-2026;Puente Alto;32393;359;laboral
22-01-2026;La Florida;50495;296;laboral
22-01-2026;„u–oa;41670;475;laboral
23-01-2026;Las Condes;57644;323;laboral
23-01-2026;Santiago;38471;529;laboral
23-01-2026;Maipœ;8853;390;laboral
23-01-2026;Puente Alto;12341;497;laboral
23-01-2026;San Bernardo;25996;301;laboral
24-01-2026;Estaci—n Central;45147;159;sabado
24-01-2026;Santiago;59492;162;sabado
24-01-2026;La Florida;16089;290;sabado
24-01-2026;Puente Alto;20018;769;sabado
24-01-2026;Independencia;22416;489;sabado
25-01-2026;El bosque;41810;177;domingo
25-01-2026;Cerronavia;50251;233;domingo
25-01-2026;Espejo;12779;290;domingo
25-01-2026;Maipu;27725;635;domingo
25-01-2026;Vitacura;55263;433;domingo
26-01-2026;San Ram—n;9678;596;laboral
26-01-2026;Santiago;27558;346;laboral
26-01-2026;Maipœ;27108;188;laboral
26-01-2026;Puente Alto;31458;619;laboral
26-01-2026;La Florida;11635;403;laboral
27-01-2026;„u–oa;5873;671;laboral
27-01-2026;Las Condes;34960;314;laboral
27-01-2026;Santiago;44766;251;laboral
27-01-2026;Maipœ;38670;767;laboral
27-01-2026;Puente Alto;57995;752;laboral
28-01-2026;La Florida;33463;490;laboral
28-01-2026;„u–oa;38002;432;laboral
28-01-2026;Las Condes;52632;549;laboral
28-01-2026;Santiago;58589;793;laboral
28-01-2026;Maipœ;25438;194;laboral
29-01-2026;Puente Alto;32916;553;laboral
29-01-2026;San Bernardo;29820;687;laboral
29-01-2026;Estaci—n Central;54231;371;laboral
29-01-2026;Santiago;10727;644;laboral
29-01-2026;La Florida;43529;299;laboral
30-01-2026;Puente Alto;47864;415;laboral
30-01-2026;Independencia;25256;249;laboral
30-01-2026;El bosque;46540;269;laboral
30-01-2026;Cerronavia;34305;732;laboral
30-01-2026;Espejo;12499;454;laboral
31-01-2026;Maipu;29827;512;sabado
31-01-2026;Vitacura;41951;431;sabado
31-01-2026;San Ram—n;18882;346;sabado
31-01-2026;Santiago;41523;374;sabado
31-01-2026;Maipœ;26130;241;sabado
01-02-2026;Puente Alto;36025;590;domingo
01-02-2026;La Florida;13939;507;domingo
01-02-2026;„u–oa;32926;220;domingo
01-02-2026;Las Condes;57863;306;domingo
01-02-2026;Santiago;16876;187;domingo
02-02-2026;Maipœ;56440;176;laboral
02-02-2026;Puente Alto;25476;183;laboral
02-02-2026;La Florida;59154;259;laboral
02-02-2026;„u–oa;34491;510;laboral
02-02-2026;Las Condes;13180;451;laboral
03-02-2026;Santiago;23676;732;laboral
03-02-2026;Maipœ;40727;384;laboral
03-02-2026;Puente Alto;55689;676;laboral
03-02-2026;San Bernardo;45173;272;laboral
03-02-2026;Estaci—n Central;50429;750;laboral
04-02-2026;Santiago;6052;297;laboral
04-02-2026;La Florida;46147;453;laboral
04-02-2026;Puente Alto;33668;779;laboral
04-02-2026;Independencia;42841;162;laboral
04-02-2026;El bosque;19797;703;laboral
05-02-2026;Cerronavia;39678;563;laboral
05-02-2026;Espejo;13595;463;laboral
05-02-2026;Maipu;13238;475;laboral
05-02-2026;Vitacura;47241;207;laboral
05-02-2026;San Ram—n;14000;466;laboral
06-02-2026;Santiago;36381;631;laboral
06-02-2026;Maipœ;31064;162;laboral
06-02-2026;Puente Alto;23200;370;laboral
06-02-2026;La Florida;59965;725;laboral
06-02-2026;„u–oa;29506;216;laboral
07-02-2026;Las Condes;29586;492;sabado
07-02-2026;Santiago;13532;198;sabado
07-02-2026;Maipœ;52731;197;sabado
07-02-2026;Puente Alto;10231;375;sabado
07-02-2026;La Florida;45180;488;sabado
08-02-2026;„u–oa;6238;397;domingo
08-02-2026;Las Condes;44453;510;domingo
08-02-2026;Santiago;8264;405;domingo
08-02-2026;Maipœ;33804;581;domingo
08-02-2026;Puente Alto;13764;198;domingo
09-02-2026;San Bernardo;59356;314;laboral
09-02-2026;Estaci—n Central;48848;488;laboral
09-02-2026;Santiago;24313;569;laboral
09-02-2026;La Florida;42436;739;laboral
09-02-2026;Puente Alto;8028;363;laboral
10-02-2026;Independencia;56502;286;laboral
10-02-2026;El bosque;49495;226;laboral
10-02-2026;Cerronavia;45186;475;laboral
10-02-2026;Espejo;52287;421;laboral
10-02-2026;Maipu;8781;506;laboral
11-02-2026;Vitacura;39335;251;laboral
11-02-2026;San Ram—n;29996;738;laboral
11-02-2026;Santiago;47842;232;laboral
11-02-2026;Maipœ;34161;466;laboral
11-02-2026;Puente Alto;50037;525;laboral
12-02-2026;La Florida;49247;220;laboral
12-02-2026;„u–oa;21608;178;laboral
12-02-2026;Las Condes;8176;637;laboral
12-02-2026;Santiago;8042;758;laboral
12-02-2026;Maipœ;50265;552;laboral
13-02-2026;Puente Alto;5882;663;laboral
13-02-2026;La Florida;30644;441;laboral
13-02-2026;„u–oa;8255;697;laboral
13-02-2026;Las Condes;27780;711;laboral
13-02-2026;Santiago;54814;382;laboral
14-02-2026;Maipœ;57630;771;sabado
14-02-2026;Puente Alto;48888;429;sabado
14-02-2026;San Bernardo;53321;261;sabado
14-02-2026;Estaci—n Central;49639;310;sabado
14-02-2026;Santiago;13403;371;sabado
15-02-2026;La Florida;43823;628;domingo
15-02-2026;Puente Alto;46259;222;domingo
15-02-2026;Independencia;19747;677;domingo
15-02-2026;El bosque;7791;595;domingo
15-02-2026;Cerronavia;55968;597;domingo
16-02-2026;Espejo;57014;381;laboral
16-02-2026;Maipu;13128;546;laboral
16-02-2026;Vitacura;8205;271;laboral
16-02-2026;San Ram—n;26474;470;laboral
16-02-2026;Santiago;46440;216;laboral

